Entry,0,1,2,3,4,5,6,7,8
A1254,-1.90746351013,-6.11297641062,5.05260635311,-10.8693127752,-15.4228152851,2.30982197606,1.5493874841,-2.32951505256,3.27018068809
A1257,4.49750219892,5.56280341945,2.53352491633,-6.7562140255,5.49211694116,-2.7787764908,3.01835412537,-7.38622043333,-2.60081234147
A1258,4.23498192502,-2.27805294076,-12.4078563239,-14.1828163831,7.90489355372,0.626442271611,0.833245309845,-5.66636742678,-12.9161897899
A1259,6.24290068352,25.3790518246,-10.3005482606,-9.28662513946,-5.2785281007,0.0774061588059,6.6965696583,-3.6590852751,1.23865222034
A1260,-21.8470494404,-11.0174004585,-15.0004899676,4.86249554444,1.59740079107,-7.25257670609,3.25780033094,7.55168925291,0.311086857046
A1261,-8.63871917354,-4.1583390798,2.43580132542,-2.06537619228,-1.75534519269,15.6692888153,10.8356011149,2.0702804554,2.36424281821
A1262,1.93400187039,-0.704403200512,4.38392776414,17.4381222611,8.58642543022,4.32134663573,-4.92319259227,-2.53541199279,6.21283005175
A1263,-0.368447491661,0.00113893015689,-4.40716600537,5.67943535323,-9.24273443932,-6.42529964255,-10.0436031523,3.82292468704,-1.38000964368
A1264,-1.64608306841,14.957779683,-9.58116186837,-3.14160034466,2.89958291031,5.79980193481,8.95690241,-2.76634452279,-4.86815342315
A1265,-14.758944078,1.66079177658,-7.28015003172,9.49607690568,7.358805368,-7.13064577553,10.785241863,-3.05327784425,6.742005827
A1266,9.51186720757,10.404344434,6.23781371813,-7.51847694538,-2.90606270232,0.256128612423,3.02261836555,-7.3069801833,3.34743644442
A1267,-6.2384207761,-0.794054457506,-9.92139979468,0.173384334755,-12.620221782,-2.49992386481,-1.01835726421,4.33238645458,5.96208427461
A1268,-12.7045330776,1.39268372663,-13.285843239,-4.01004317501,-0.870784590459,-3.54302143548,3.59720579943,-3.00551291201,-2.29636186292
A1269,-15.361518437,-4.66714156325,-13.8151475705,-7.03133630535,-7.53406853646,3.84595790845,9.27103619813,-0.633713662634,-0.662067335809
A1270,-13.4754225627,6.41527793089,-10.5631837741,-1.88104430302,-2.42359155082,12.6889878059,14.1017256576,3.61553366063,1.97404428115
A1271,-1.74913463631,17.009455306,-12.2685209484,-1.26439147702,5.84297998195,8.5441543588,6.59886343841,3.58771934195,-1.28393777864
A1272,9.80065536159,10.1796290981,-14.1283090611,-9.78052893413,-0.0691171329977,-8.0899159703,1.22123276942,-6.62186844799,-6.84662624646
A1273,8.01311012853,-1.71678013006,-13.8136681113,-6.85359580675,1.98183052783,-1.40408675167,-4.45992115842,1.89990828205,1.86086716109
A1274,12.4348784764,10.1958673097,-12.3562416211,-12.0822425463,-2.31878005756,-2.5924517292,2.39365375062,-7.73361245004,-4.02624279491
A1275,-16.4220955222,-3.00196751534,-9.4657085562,-3.65233207717,-0.597190822521,-1.18964624575,-6.23248099722,-2.18000735421,-5.41250104853
A1276,-12.6908087769,-4.86276153584,-12.2554490867,-2.60168328151,2.3774407284,-2.80972829188,-4.64088911759,-1.68450887015,-5.45142464582
A1277,-12.1175742915,-4.93594320773,-6.81481288993,-5.19964025326,-2.60625813377,-1.26246141627,-5.60595964807,-3.20329822206,-2.03579955215
A1278,9.42387720135,5.17104697724,-6.52939573765,-2.41581083705,12.1632660104,1.44775865368,3.1157823421,-1.43895732569,4.10072634428
A1279,5.08525274687,-2.89162329723,-0.272882457371,-1.36366153996,14.291490071,6.37014318496,1.50967066285,-3.27354346877,-0.700617834365
A1280,-7.13624268819,6.84447656111,-12.192741362,-7.71416619965,3.65074858367,-4.88459565578,0.0862918832329,0.485381563163,-9.37092504796
A1281,-4.96149022701,3.75511105434,3.49264332592,6.56331345966,-3.07152505339,11.428532996,1.32590458788,3.34803453185,1.57699088667
A1282,5.15101676327,-1.34531552562,3.14066726345,24.351686052,-3.35680081786,12.8842930028,5.86568657815,2.06973632463,-3.60081484141
A1283,-14.2391983497,-11.9157520415,-8.96468604036,8.64308797994,9.84393753223,-11.3465146182,3.18035728928,6.40466657811,8.10363339981
A1284,9.33948000427,3.70951529692,-3.82502542521,-14.5395705324,2.69792773736,-10.9778952418,-0.780236229136,-7.99095207078,-7.96665912436
A1285,2.601212476,16.7476301576,12.7908085322,-3.71822333629,0.244139329123,-10.7930478972,5.31161379277,-9.56158728579,-2.17005277948
A1286,9.89520960441,24.5598207895,3.24249117192,-4.16821627037,6.20465390451,-3.79654912835,6.54204280085,-4.70716442933,0.670370845689
A1288,6.32660047156,14.0658501057,-5.19855278017,-9.76023265522,-5.10674635772,0.217738890933,13.106861762,6.27154414366,-8.02913472794
A1289,9.00882782758,-5.69164038483,-6.18569013983,-14.3146393062,0.386936085446,-10.7839956667,2.61771829238,-2.15892807666,-5.18582817471
A1290,-0.837279989209,15.2752609152,-10.5784132327,-11.2886009802,-7.84274105043,-9.07736366947,3.96411010933,-1.10312360906,-10.2343715657
A1291,-12.0051711465,-5.58312248897,-1.89255623789,1.59082369204,-10.6610461084,1.67115675071,8.09826021139,-2.49286931531,-8.18986902316
A1292,-19.6055511552,-10.1007922886,-15.288925498,3.18344263388,4.02574926257,-9.14028258892,7.41033966619,-0.530866044004,4.51736922949
A1293,2.75042629191,17.0798638872,12.7140867399,-3.86283929141,0.119878006393,-10.2603851438,5.83141604389,-9.78354129311,-1.70698641131
A1294,10.3421888651,4.56184272047,-5.68461472971,2.88292738145,-3.84367811333,0.485178143125,-10.2326699385,-11.9034510671,4.07209522993
A1295,-12.3459035455,-1.20336799754,-5.47444854325,7.0561529036,-0.0486802889954,-9.34518198695,-0.0765572195314,-11.8784569356,-2.06649496478
A1296,-15.0112111962,2.06334689476,-11.4460966832,-6.89839177527,2.79317473783,-9.08342173657,5.99231233789,7.38226621944,-11.6318095298
A1297,-13.1371000852,-3.60149382189,-17.6187521931,2.52585308889,3.81468975808,-5.93924705058,0.595252917803,1.79272807903,2.90130480678
A1302,1.46930680936,-13.5027743974,-5.0094163154,3.59355819666,13.4873055719,0.54290411304,-3.38770291333,-13.0803362759,-10.6789318599
A1304,10.5789625788,-9.35619979212,-7.76798717217,-3.94118813649,13.2866913068,2.68812854347,-5.63163431709,-2.98830679696,-2.80821099529
A1307,-9.07315083172,-12.168511197,6.04744938069,-8.76062613397,-6.90336170925,13.9453248301,0.852492660051,2.30672909546,-5.78646940357
A1309,-8.02767843563,-11.7859686148,6.19220113667,-9.11126195387,-7.09149228388,14.0298354277,0.957048836157,1.48488550013,-5.67354218287
A1310,-9.0899516066,-12.4405232421,5.79499279618,-8.99290129833,-7.32991598244,14.0232050601,1.5981902414,1.74758888854,-6.35917148527
A1311,1.33451326181,-9.5995794449,-6.9422072147,3.60325511527,13.6488869415,-0.305584949656,-0.222922992584,-10.9659833213,-10.6327720123
A1312,-9.40355403755,-12.2544569461,6.52884032438,-8.37730675593,-8.35344623244,12.0680322632,0.527240838925,1.26204518112,-4.55321191055
A1313,-12.3382860496,-4.49385604486,1.13891651254,-8.95246460593,-0.342631129229,1.29811917738,2.92448246158,-1.31130944131,-8.76264836249
A1314,-8.67694538181,-0.134818711827,-5.6382956468,10.6057550743,-6.38466477045,-3.85497228815,-11.36739583,5.23688929915,-14.896351357
A1316,4.4183189759,14.3556456865,11.5907808415,-8.41793751879,4.82860595482,-10.9670674239,2.15188742298,1.48279889619,-0.503655147416
A1317,-2.38134557222,-7.43129676689,-6.27781512902,1.86785297083,11.6384258878,-12.4957697591,0.00177008521659,7.32013516578,3.40277721844
A1318,-11.4517713637,-9.76059761921,-11.6038171306,8.9659620153,12.58201091,-11.0797337475,10.3894254811,1.8371818535,11.4421537958
A1319,-9.42913445118,-12.6958123623,-6.22683016668,10.5523556846,11.7380089806,-10.5186126932,8.51954763963,4.74547692481,7.76542225388
A1320,-15.3178308347,-6.39174128695,-15.3326033926,0.63829144259,7.37652864812,1.60911586938,9.18447089961,0.386217001924,1.99342799427
A1321,8.0822677395,5.04322174011,-7.84631844372,7.093343902,1.85923573761,2.63315593706,6.83751163397,-3.66573050642,8.40676274671
A1322,-3.62888996161,-0.0241765035881,-5.66695365686,18.0342896614,2.92010159912,0.568993605962,-9.41035697374,-7.72110912506,1.81996194962
A1323,-11.0089776004,11.4279546957,20.7991509183,7.34192721738,16.6736582408,-2.56084760339,-5.85842716656,3.40593104629,0.544110113351
A1324,6.77447721368,16.6216254714,0.800037178903,3.10067907731,-2.60595747151,-7.39759290864,5.13383261677,-3.73166123459,0.627108107461
A1325,1.59880819207,-2.50013519102,-12.1776194975,-10.9209663824,-8.30831975113,-8.48701346154,9.35156141202,-0.232108732257,-1.59723230228
A1326,-7.10688241946,2.08872841643,-15.177225687,-10.1190744514,-3.39854225303,6.34273820569,11.7573287777,-2.85699932412,-6.47377539386
A1328,1.91325591882,-5.28850052432,-8.89606898876,-12.1528585937,6.87851792864,-2.51161460869,0.774022081987,-9.88386301863,-11.3712414748
A1329,9.93693087716,-0.286961869058,-2.16751187115,-15.817386263,-3.73419398489,-2.47502607212,1.4093787682,1.46946315966,-15.1582739239
A1330,-1.76438906364,7.12360962512,0.279632450135,1.0647691917,-0.160746776215,-2.15317281745,2.67708866902,-3.74174127879,-7.76901735753
A1331,-0.780438586306,-10.1620983181,-5.54371888602,5.27900231118,5.00043981335,-0.744940621396,-4.76905992173,-6.70878937172,-4.11647178929
A1332,0.177257173125,-11.0763566099,-1.6970456754,12.4152175918,-3.04603183868,0.669031620533,-1.72978922066,-7.52020114441,-2.06851824214
A1333,1.70974515793,-0.767968392643,-0.598772566363,-1.92522521962,5.07795666369,11.3783911512,4.23249418759,3.25000444359,3.81549071028
A1335,7.09224194882,17.0478382868,-11.5542710706,-8.09676157724,0.746248645119,0.722625639724,8.91599428905,-2.50759143151,-0.137283704323
A1336,13.7947774697,-6.47564048201,0.00850269594908,3.86376412752,13.6481116505,18.2997125483,1.77261410553,3.26604456897,2.13044858689
A1337,7.22958288469,19.0529062409,0.437191899783,10.5673494318,-15.3915497198,6.06556233069,-1.67053447552,12.3667815625,-7.78703694266
A1338,5.91552676631,22.1349516064,0.262967703679,7.06710913635,-11.5026080641,4.58402872606,0.719600932554,10.182702327,-8.29816079275
A1339,7.47358844814,18.0265119479,2.45824855525,11.8380717246,-11.6383973207,3.42138813066,-0.572699957137,14.2189431067,-9.20594110981
A1340,-4.48889854665,-9.7952016167,6.27615678816,-5.67328980503,6.77464747618,7.966577205,2.71274541977,-0.42942825254,-3.99137496049
A1341,-6.2946105729,6.90668570427,-6.19324853328,3.11030279483,-0.556624217447,12.2656651915,1.81724944681,5.61695025587,-2.12962437645
A1342,-13.9373920821,-2.54718884172,12.1782124529,-0.73572006633,2.40681800114,10.8246807259,3.28078866703,0.26795856469,-1.31267628488
A1343,-15.0774910942,-6.53569346755,3.59733620201,-1.32085012147,-0.788159419809,8.76768491044,0.974388887405,4.17424505496,-3.71244486651
B1005,3.71921887693,19.4310234908,-6.7341258242,-4.32266923515,-3.37238451654,1.02416020459,4.78944206291,-1.16237554518,3.0230139677
B1007,2.94250863288,4.62014339649,-1.44968628488,14.0426959392,-13.8541863722,3.67519490789,0.582654031848,-2.24085829532,0.581149835381
B1008,1.32745935344,12.5138954864,10.3780108285,9.58605227119,3.5377774359,-11.2209328939,-3.71571030536,-7.34472733652,10.739171216
B1009,-1.30480779829,12.663262178,15.5709833106,2.87641167222,1.53113848547,-8.90164681214,5.40666378185,-1.55140224408,1.82034349738
B1010,-22.0389400161,-7.55530733954,-17.2050073939,-4.69406544225,-2.22325955085,-4.57766872583,8.21445707013,2.96192536964,5.16237023597
B1011,-13.9933373927,-6.89279927296,-10.5131296763,4.39287110016,-2.60463277814,-2.94136405538,-4.92353219954,3.0582518618,-10.6281266121
B1012,7.79054765613,24.2733958949,-2.02267133023,-10.9710327948,-5.17103837856,3.03438613667,7.67493024507,-3.32539823651,-0.634688481296
B1014,-12.2482763084,-3.85654253893,-10.8542357547,-10.7517639102,-7.00825503378,0.227806336841,6.75680646171,-0.696216254046,-1.75173125617
B1016,15.5175618243,0.0446995507269,-8.61414901577,-6.06434196988,13.7727652077,14.879939883,-0.987494379373,11.3077275017,5.38238390947
B1017,6.62341453064,17.5070101068,-0.762624971015,4.98411694672,-11.1429594833,1.58041917994,2.5156960045,6.24011227951,-6.10603805428
B1018,-17.5700508705,-7.42491346325,13.3927207651,-9.69730663462,-3.88146582617,4.28530414062,-3.24739623844,-3.18218464609,-2.42516271105
B1019,-14.4024762944,-6.49348073561,-11.0673211406,5.85046996194,7.68733667948,-9.4161889653,2.60860210213,-4.53031114856,5.90481475321
B1022,-6.45167701008,9.3551665229,15.6815957051,-3.72273678078,2.211456793,-12.5150195061,0.351561791948,0.611247981029,0.07661143787
B1024,-0.808205647632,0.14645092113,7.59908075118,1.35049216882,-8.94392661959,-12.4534167402,-2.54902070385,-15.135179872,12.5253580477
B1025,9.47806951489,7.60962634503,-4.76963567744,-9.44087863215,-1.11810202356,-9.82663466723,-0.485289318073,-3.09523793564,-2.18734781226
B1026,-0.227565397026,-2.39308178324,9.04968297959,0.437360608075,-14.0172136886,-7.62307047727,-1.30102318025,-13.9769676447,14.907845675
B1027,-2.03343313548,-0.693647700655,10.4104630849,-1.24217917841,-7.79285027664,-11.6000253549,-3.28676454427,-16.8205070227,15.0750329314
B1028,10.0092648795,8.5272290733,-3.56762220245,8.11810987657,0.877191890645,10.3313876388,7.25566707418,-0.130213621085,2.11782441078
B1029,5.19708329987,6.95813714748,6.86903101647,14.8427375872,11.9628624873,3.33878081481,4.9096247482,-0.946712099328,-2.80929767102
B1030,-0.292525358343,1.972809647,3.46781110356,1.11199081699,13.3438033002,4.34694771535,3.58746661474,1.85994493039,-6.85695561574
B1031,1.41442766203e-17,1.46441882435e-17,7.46046944699e-17,6.54133425136e-18,-3.89316632579e-17,-5.0011964786e-17,6.99622171808e-18,1.50916844313e-17,-5.69215779412e-17
B1032,-11.8784209654,2.88397047734,-2.36863501744,11.6080306384,6.63035546464,-5.29818103183,1.96273776144,-2.95107847143,6.84005957149
B1033,-7.42353321425,-8.98972331781,5.05865933537,7.77787642447,5.40742652245,-4.68792612427,-3.00700382963,-10.9708582002,-3.72415189725
B1034,7.20891840175,14.9051602832,-5.43777736154,-2.14144901786,-9.40713099979,2.43798322813,-8.29004596646,-5.32565304508,7.13137743772
B1035,5.22515800684,8.3308383665,-4.94258614641,-0.333643334564,11.1590467478,3.40860736008,7.76478753548,-9.78414145112,-3.32044122928
B1036,15.7730117029,12.0538286315,-11.6076949076,-3.19500906652,5.99569526754,4.29952406158,1.43929161429,-2.97845510443,4.67998953973
B1037,13.5259172829,6.85061879485,-3.44398249085,-5.65302728447,9.62249962662,6.4573989308,4.61097967067,-7.76624843027,1.15459698085
B1038,9.22153246445,2.49459837154,-11.0176146722,-0.278720190059,10.944412928,6.92206876671,-1.469211755,-6.87704483346,1.9633549698
B1039,6.81409812182,-12.1498237736,9.33072573181,-19.8553584338,-6.63727349017,7.50906517636,-0.220872804739,-3.00687959743,12.2907346189
B1040,6.90473852198,-11.8439181371,9.21954014449,-20.041369042,-6.40077841972,7.3767891718,-0.709606106099,-3.0606496299,12.5577522456
B1041,-9.26079016198,10.7906881026,18.5117981716,-0.734775495654,3.90114484152,-10.2834200922,6.65906826099,4.41376207787,-4.18105995794
B1042,-16.3451632034,-11.3818380558,-10.1163832858,5.19709975872,-9.48403389191,1.0341539527,1.76881942118,8.91636605584,-5.33150828811
B1043,-5.45338248929,-11.8726768928,0.860458641934,11.7387092397,-11.0682672596,4.22359752637,-7.97206854133,0.253236124527,-8.9667122399
B1044,1.06615423698,1.0201367486,-8.05002267254,8.63493457953,-14.321989378,0.429482610109,-5.0255642011,3.37571820723,3.48256450875
B1045,-23.2874167671,1.39883177328,4.28660485662,1.27334447941,8.68347923116,-6.31579545597,3.64231303394,0.705235048216,7.72550136123
B1047,8.31099689907,19.893968954,-0.313956151319,-3.59716258314,1.61704004697,-1.69137132236,4.2778430645,-2.42779437985,0.932441534235
B1051,-0.666713068584,3.69234687315,-7.79401474007,2.40964776398,0.472752432184,2.83537417,-7.0958796735,-6.36036483363,-0.990623064509
B1053,6.31811624263,10.534735682,-4.628012231,-3.43562542839,-11.7994341016,-2.99715962751,-13.87645877,-8.30861368419,9.51639565967
B1054,-1.30422101588,0.927368852357,-1.71304320697,0.394822544659,0.331474840312,-0.17804388385,-1.28046566411,-0.889073438133,-0.662218759993
B1055,-21.4268735868,-8.55981002034,-14.8343237897,-3.57029555022,1.83403444651,-7.5771969134,5.79945631633,10.2413860844,-0.920358188648
B1056,1.41442766203e-17,1.46441882435e-17,7.46046944699e-17,6.54133425136e-18,-3.89316632579e-17,-5.0011964786e-17,6.99622171808e-18,1.50916844313e-17,-5.69215779412e-17
B1057,-0.336406031051,4.53175262081,2.15096780508,11.4143451328,7.2179751593,8.51055926559,-3.39692575973,4.08070490104,-1.93504763283
B1058,2.89020491084,4.2226699145,-0.200451135952,10.8819319907,-7.955972341,9.03360156704,-9.84930689276,1.75993864747,-5.59211404806
B1059,-3.92429208748,1.53367671099,-5.77015414428,-3.63417627182,0.595102073483,-2.04090558639,-2.18887628977,-0.68059166477,-1.11025868228
B1060,-10.0722407433,-4.62330705502,-11.0335004675,-3.43863525349,-15.4988253219,-3.84735948852,-0.888711443369,12.4485899393,3.0994203714
B1061,-3.06108288865,-2.78087795582,-4.23362157058,9.93106850522,-13.282842589,-2.25383506631,-8.75216271912,10.9018547087,8.55303969789
B1062,-7.07962940155,-0.206474572276,18.8104414358,-9.9949051516,-9.89758529903,-5.89057860813,-0.985388879776,-0.834100576568,-0.616926972259
B1064,-17.2495227766,-8.83125216514,8.26813837897,-4.71854787928,2.62270755758,1.24959234241,-2.49235583228,-0.636870505542,-6.43005605837
B1065,-15.3207599497,-7.52083664768,8.57460041438,-7.84536551972,-5.0224138231,9.10674913096,-1.41290326366,-1.34897784746,-5.83932456707
B1066,-12.7816609122,7.42741722492,14.3800577961,12.9113787488,11.9945934644,1.90641853117,-1.67160344702,0.779701733223,12.2197171751
B1067,-10.8100271373,5.99309441919,14.9778081032,11.4645858949,4.16299883737,10.3480000303,-0.789595769661,1.3616112384,13.2848547812
B1068,-18.937866192,9.53362766137,18.6187921072,-0.579505894898,11.6941730211,-1.45937559115,-1.75667917271,7.16720749389,-0.159691956542
B1069,-2.71738964805,2.78853911567,14.8681959237,-7.39036145784,4.00394752994,-7.74063676885,-5.0998988716,6.9710816346,2.72680991269
B1070,-11.5827493868,7.57341108005,15.5182493557,3.72878997944,3.62842484565,10.4796896929,-4.03893841868,2.5661630092,7.65304266552
B1071,-18.3809392334,6.54115490647,20.8670926462,2.5462465426,11.536302634,-0.902274876354,0.674593534355,-0.733002557316,3.26831344332
B1072,-17.2365461769,-7.66070112953,19.0639709256,-12.6497477597,-2.8196788594,5.72141157303,-4.12183334237,0.499806280448,0.656630047878
B1073,-16.8256041586,1.17641276775,22.0550428586,-13.6204710016,1.70334096604,12.4666656195,2.52804459328,2.02598116817,1.11334062696
B1074,-15.8540445539,1.71393941945,22.4545950075,-12.4955824338,1.88446271173,10.0969751808,0.112711293929,2.02747907385,0.985920407094
B1075,-24.4174618863,-4.48249172095,-2.87263754689,-7.45565045065,7.98746395346,-8.42400011505,3.44287988222,1.37430803351,3.98280211025
B1076,-2.41359679098,-2.28369525273,12.3693650723,-9.88075320037,8.28620629601,-2.91868527703,-7.55631417251,-0.167293380392,-5.25536099465
B1078,5.44117017738,-5.53520428433,-0.197038049394,-2.72483633013,16.5178322805,5.09448930157,0.805710660768,-5.10499528333,-1.52775962105
B1080,-7.57828080516,-1.88421389523,-6.65467617051,-5.47647770086,-3.90773251031,5.6375775801,-10.2492571457,4.90456309732,-4.1506186176
B1082,-6.66849276982,0.66487581186,-5.16312208063,1.00391442718,0.47351189543,-3.89526567727,-6.14545331148,-16.3030199679,-10.8745261839
B1083,-12.5145760479,-4.23978293017,-12.6936545402,-0.407372809625,1.86240197685,-5.52983773459,2.37568720535,-4.14263519787,1.27714280601
B1084,-4.56553385868,0.732814215807,-1.35118057033,3.73648954443,2.28036908477,-10.2954417181,12.5547833671,3.29694368498,9.06328935144
B1085,2.02934233304,-13.9335142452,-7.52312669146,-3.23285329013,2.77605376032,8.6619127135,-1.84271910499,-8.56955437465,-6.63943962758
B1086,-1.6140158838,-0.658462483753,10.3186046137,-13.8060751644,0.0922570108999,-13.9522113841,-16.7644605791,12.8973617873,1.26000613048
B1088,-12.7884715126,6.2407158111,16.5426999085,0.406434915299,3.43563325716,7.11330230719,6.42893189528,0.278266288864,1.78735644814
B1091,-19.8567205787,-1.85509767677,1.39625911089,-1.64562118526,0.938403449422,9.44984410502,9.06217019448,3.04932619744,4.94147569242
B1093,5.13288462475,21.216264068,-7.17602540055,-7.99398745346,-2.11155140965,-0.652306813063,4.02276781785,3.2273707803,-0.416096336705
B1094,-1.90007144255,8.04540589086,-5.05114684166,-1.22214754939,-0.528437898247,0.240568250672,-9.03471925467,-8.59503435015,1.75391689289
B1102,-10.8148539282,4.39799306876,-9.24523363724,3.03389028467,-2.25371562211,-18.0746906729,0.0468002975962,10.0862830737,2.94574352289
B1103,-3.36088958327,-4.3386704874,0.319435190078,4.78292902114,-5.50804448128,6.57542815813,0.730746847851,-6.73297075266,-2.36810219475
B1104,-6.36809832843,-6.53555207908,-9.40780784012,6.62026747917,-5.76882781077,4.30949927833,-4.47577270933,7.46986505584,-1.99507782588
B1105,-5.01232977176,-7.19854859244,-7.9526106261,14.5184880155,-5.88816898516,3.69390435854,-7.08859685747,6.09415810279,0.296531106823
B1106,-12.3079411878,3.45773275094,-8.11723549647,-7.16412728213,-2.73901386566,-15.4708664091,1.71855149963,5.04319576132,-0.944723340289
B1107,3.44045083921,-9.01674795134,6.45878042533,11.1059747444,-15.0956871781,-4.40853765133,-4.91828472016,5.82194485513,-7.08440334364
B1108,2.63076856502,-0.0642275099003,4.34413412407,6.43306117752,-0.0389388530788,2.69871568326,0.166479380588,-1.23562276995,-0.00852841050552
B1110,7.03154405672,14.4324439612,-0.694980766913,13.7053922762,-15.2672903667,5.15983320435,-3.39860107011,-0.11666696479,1.82217043466
B1111,7.51626658698,14.9833605652,-1.28821679831,15.4682884405,-9.23018134179,0.0123867432327,-3.70679900661,-2.48789201587,4.44185640625
B1112,-7.82302825632,-2.32635754875,3.1986534444,-3.25744858826,0.566086712231,-8.83647797341,-10.7205416079,0.548447437374,-4.92076009419
B1113,-17.5550712139,11.755254609,24.9375363906,-8.46119092879,12.2515133415,-6.71114782388,-4.47379101485,3.98738622703,-8.96592057874
B1114,-10.1082330004,15.3420602343,23.9337765953,-9.49046880853,5.92378543856,-14.4204363743,-5.6457959021,6.94147319192,-5.22894565937
B1116,-11.3011191061,14.0761643367,24.2994515601,-3.04263747569,8.01018850289,-11.2463624218,-1.89504787857,0.779500468937,-8.07965261652
B1117,7.56297013788,-7.73766014818,1.1541517097,5.1334711458,10.4522058126,-1.06684096813,-7.55977382901,-3.74563608358,-6.84643570999
B1118,-0.929660151942,21.3936623707,-0.124193884599,-10.288833752,0.442597354031,-4.39062090904,-1.3243708672,-2.14790371206,2.36683849676
B1119,-13.1159067181,3.85245219772,-0.433024719422,-7.12654533301,-4.88031031465,2.07723018946,-4.23758656155,-7.83884958448,-6.8173587139
B1120,-14.8886130378,7.82117064259,17.7508803679,-3.04592985026,4.48249286056,9.25413194511,-0.718559905689,4.10093938396,2.10242300267
B1121,-7.38924161091,14.6853447746,17.7482306067,8.01455804739,10.4289642508,-2.75863283064,-0.428046058894,0.843990885649,-4.60200811251
B1122,-6.04616530808,-15.0258383788,-15.7899523542,-7.00869198613,10.7125984877,0.0645785819796,5.12556805184,-0.461723420632,0.336120254666
B1124,-10.0982823065,15.5104771949,23.9178619582,-9.73899269312,5.87781290409,-14.2042093666,-5.64534493507,6.58848882872,-5.39840844077
