YEAR,SEASON,GHID,REP,PLOTNO,FL,MAT,PLTHGT,TILLER,LDG,Plot_Yld,Kg_ha
2012,1,B1039,2,6005,81,111,92,22,0,2799,4773
2012,1,B1038,1,5092,78,108,99,15,0,3341,5730
2012,1,B1038,2,6025,76,106,96,12,0,3448,5860
2012,1,M1371,1,5030,80,110,100,13,0,2220,3752
2012,1,M1371,2,6014,78,108,97,11,0,2671,4633
2012,1,B1090,1,5069,81,111,97,14,0,2271,3930
2012,1,B1090,2,6100,80,110,96,11,0,2930,4980
2012,1,B1033,1,5067,81,111,109,13,3,3280,5721
2012,1,B1033,2,6030,78,108,107,22,0,3169,5447
2012,1,B1234,1,7148,90,120,118,13,0,2745,4575
2012,1,B1234,2,8091,89,119,116,17,0,2875,4920
2012,1,B1233,1,7042,88,118,94,13,0,2455,4163
2012,1,B1233,2,8112,91,121,93,11,0,2611,4402
2012,1,B1232,1,7041,90,120,118,20,0,2714,4634
2012,1,B1232,2,8009,93,123,112,16,0,3021,5181
2012,1,B1086,1,7168,87,117,107,19,0,2919,4961
2012,1,B1086,2,8047,90,120,110,22,0,3045,5329
2012,1,M1383,1,5088,80,110,99,16,0,3153,5341
2012,1,M1383,2,6071,81,111,96,13,0,3043,5190
2012,1,B1014,1,5077,79,109,90,16,0,3046,5313
2012,1,B1014,2,6016,81,111,99,11,0,2917,5003
2012,1,B1064,1,5076,84,114,93,15,0,2602,4488
2012,1,B1064,2,6027,82,112,81,17,0,2971,4992
2012,1,B1066,1,5022,82,112,103,21,0,2710,4664
2012,1,B1066,2,6060,83,113,100,12,0,3021,5164
2012,1,B1067,1,5040,81,111,104,13,0,3204,5495
2012,1,B1067,2,6017,80,110,102,10,0,3229,5613
2012,1,B1068,1,5047,83,113,100,14,0,2975,5160
2012,1,B1068,2,6072,81,111,98,17,0,3020,5168
2012,1,B1069,1,5015,78,108,100,25,0,2606,4535
2012,1,B1069,2,6094,80,110,100,23,0,2630,4434
2012,1,B1070,1,5078,83,113,95,15,0,3976,6912
2012,1,B1070,2,6055,83,113,98,14,0,3546,6027
2012,1,B1071,1,7134,84,114,89,12,0,2717,4744
2012,1,B1071,2,8021,84,114,82,27,0,2880,5096
2012,1,B1072,1,5063,83,113,84,13,0,2454,4275
2012,1,B1072,2,6033,81,111,95,22,0,2978,5131
2012,1,B1073,1,7164,84,114,105,18,0,2820,4848
2012,1,B1073,2,8108,86,116,97,21,0,3135,5383
2012,1,B1074,1,5087,80,110,107,15,0,3074,5195
2012,1,B1074,2,6007,83,113,103,14,0,3292,5499
2012,1,B1076,1,5006,82,112,95,16,0,2945,5017
2012,1,B1076,2,6064,82,112,100,10,0,2928,5022
2012,1,B1113,1,7161,82,112,89,20,0,2643,4564
2012,1,B1113,2,8004,84,114,88,19,0,2892,4932
2012,1,B1114,1,7048,85,115,110,22,0,2430,4187
2012,1,B1114,2,8084,84,114,101,19,0,2145,3658
2012,1,B1116,1,7079,86,116,100,19,0,3252,5521
2012,1,B1116,2,8147,86,116,99,22,0,2817,4831
2012,1,B1117,1,5058,81,111,100,13,0,2710,4658
2012,1,B1117,2,6044,81,111,93,22,0,2795,4788
2012,1,B1118,1,5023,77,107,97,14,0,3869,6508
2012,1,B1118,2,6097,77,107,99,16,0,3599,6180
2012,1,B1119,1,7070,91,121,106,12,0,1562,2621
2012,1,B1119,2,8150,93,123,117,23,0,1415,2375
2012,1,B1120,1,5054,82,112,109,16,0,2917,4980
2012,1,B1120,2,6049,83,113,95,14,0,3184,5436
2012,1,B1121,1,7063,84,114,104,13,0,1534,2646
2012,1,B1121,2,8086,82,112,107,19,0,1877,3223
2012,1,B1222,1,5064,83,113,103,16,0,2849,4815
2012,1,B1222,2,6086,80,110,110,15,0,3450,5877
2012,1,B1224,1,7081,89,119,120,14,0,3765,6275
2012,1,B1224,2,8098,89,119,111,17,0,3467,5940
2012,1,B1078,1,7142,81,111,103,16,0,2630,4526
2012,1,B1078,2,8085,82,112,100,18,0,2207,3695
2012,1,B1124,1,7127,86,116,106,14,0,2202,3781
2012,1,B1124,2,8081,85,115,104,12,0,2341,4079
2012,1,B1125,1,5048,79,109,98,17,0,2677,4576
2012,1,B1125,2,6099,80,110,104,19,0,2602,4488
2012,1,B1126,1,7085,96,126,114,22,0,2998,5014
2012,1,B1126,2,8011,95,125,107,17,0,3282,5597
2012,1,B1022,1,5017,80,110,96,14,0,3137,5490
2012,1,B1022,2,6006,78,108,102,12,0,3037,5232
2012,1,B1024,1,5100,80,110,93,13,0,4185,7194
2012,1,B1024,2,6052,80,110,95,13,0,3584,6098
2012,1,B1025,1,5055,78,108,106,21,0,3243,5575
2012,1,B1025,2,6082,77,107,94,19,0,3107,5401
2012,1,B1026,1,5037,78,108,91,14,0,3873,6553
2012,1,B1026,2,6061,78,108,95,13,0,3625,6224
2012,1,B1027,1,5053,79,109,102,15,0,3516,5989
2012,1,B1027,2,6008,77,107,95,11,0,4150,7013
2012,1,B1029,1,5033,70,100,98,12,0,3641,6195
2012,1,B1029,2,6095,81,111,124,8,0,3650,6260
2012,1,B1084,1,7145,83,113,109,27,0,2605,4372
2012,1,B1084,2,8019,85,115,107,18,0,2677,4576
2012,1,B1112,1,7032,87,117,104,25,0,2988,5160
2012,1,B1112,2,8095,88,118,106,17,0,3108,5294
2012,1,M1478,1,3040,83,113,105,18,0,2331,3980
2012,1,M1478,2,4042,86,116,135,17,0,2165,3692
2012,1,M1479,1,1030,78,108,85,18,0,3252,5590
2012,1,M1479,2,2021,78,108,92,14,0,3073,5306
2012,1,A1331,1,3007,85,115,104,17,0,3460,5793
2012,1,A1331,2,4095,84,114,104,17,0,3352,5613
2012,1,A1332,1,3069,87,117,97,9,0,2338,3969
2012,1,A1332,2,4083,90,120,105,19,0,2764,4725
2012,1,A1333,1,3051,87,117,100,22,0,3180,5380
2012,1,A1333,2,4011,84,114,110,16,0,2678,4645
2012,1,A1294,1,1002,78,108,104,12,0,2940,5077
2012,1,A1294,2,2020,77,107,89,17,0,3433,5855
2012,1,A1295,1,1028,79,109,89,19,0,3383,5802
2012,1,A1295,2,2056,77,107,98,13,0,2839,4847
2012,1,A1296,1,1023,80,110,101,18,0,2752,4763
2012,1,A1296,2,2036,78,108,108,15,0,2983,5012
2012,1,A1337,1,3028,86,116,113,22,0,3444,5920
2012,1,A1337,2,4088,86,116,112,11,0,3553,6032
2012,1,A1338,1,3013,83,113,105,16,0,4200,7203
2012,1,A1338,2,4012,82,112,105,13,0,3700,6253
2012,1,A1339,1,3049,86,116,105,17,0,3599,6166
2012,1,A1339,2,4033,87,117,116,15,0,3555,5946
2012,1,A1297,1,1062,75,105,102,15,0,3362,5857
2012,1,A1297,2,2037,74,104,100,14,0,2878,4992
2012,1,A1340,1,3072,83,113,116,14,0,1896,3256
2012,1,A1340,2,4049,84,114,112,13,5,2026,3447
2012,1,A1341,1,3057,85,115,104,11,0,2369,4100
2012,1,A1341,2,4001,87,117,112,22,9,2705,4655
2012,1,A1342,1,3031,83,113,100,21,0,3165,5349
2012,1,A1342,2,4069,81,111,116,20,0,2800,4716
2012,1,A1343,1,3009,87,117,105,12,0,2931,4947
2012,1,A1343,2,4041,87,117,109,17,0,2603,4429
2012,1,A1335,1,3067,79,109,103,18,0,3484,5996
2012,1,A1335,2,4048,82,112,116,12,0,3276,5733
2012,1,A1336,1,3061,83,113,104,11,0,3536,6072
2012,1,A1336,2,4016,82,112,105,22,0,3942,6769
2012,1,M1384,1,11038,83,113,116,22,0,1542,2645
2012,1,M1384,2,12057,84,114,113,20,0,1947,3309
2012,1,M1385,1,11045,87,117,104,19,0,2891,4942
2012,1,M1385,2,12017,89,119,99,16,7,2699,4619
2012,1,M1386,1,11043,87,117,112,8,0,1676,2888
2012,1,M1386,2,12041,86,116,110,8,0,1697,2947
2012,1,M1387,1,11008,90,120,113,14,0,2655,4389
2012,1,M1387,2,12052,90,120,105,16,0,2153,3659
2012,1,M1388,1,9016,92,122,97,14,0,1586,2637
2012,1,M1388,2,10037,92,122,96,17,0,1669,2856
2012,1,M1401,1,11058,92,122,108,8,0,2005,3299
2012,1,M1401,2,12004,90,120,109,11,0,1811,3039
2012,1,M1402,1,11030,94,124,114,10,0,2565,4364
2012,1,M1402,2,12049,93,123,109,12,0,,
2012,1,M1390,1,9026,90,120,105,10,0,2840,4838
2012,1,M1390,2,10054,90,120,107,9,0,2516,4354
2012,1,M1403,1,11055,90,120,114,11,0,1997,3383
2012,1,M1403,2,12050,89,119,113,10,0,2089,3498
2012,1,M1404,1,11004,83,113,117,7,9,2968,5096
2012,1,M1404,2,12022,82,112,128,15,7,3084,5248
2012,1,M1405,1,9022,83,113,99,16,0,3231,5479
2012,1,M1405,2,10057,80,110,85,12,0,3360,5815
2012,1,M1406,1,9050,83,113,86,19,0,2709,4709
2012,1,M1406,2,10013,81,111,97,15,0,2905,4954
2012,1,M1407,1,9002,85,115,89,24,0,3057,5332
2012,1,M1407,2,10011,81,111,95,22,0,3032,5177
2012,1,M1408,1,9017,82,112,93,20,0,3199,5437
2012,1,M1408,2,10018,82,112,94,24,0,2879,4960
2012,1,M1409,1,9021,87,117,114,19,0,2768,4629
2012,1,M1409,2,10049,86,116,118,11,0,2583,4350
2012,1,M1411,1,11011,87,117,117,18,0,2326,3994
2012,1,M1411,2,12035,84,114,110,19,0,2847,4833
2012,1,M1412,1,11020,85,115,115,10,0,2912,4972
2012,1,M1412,2,12044,87,117,108,21,0,3143,5397
2012,1,M1413,1,11034,86,116,115,21,9,1809,3075
2012,1,M1413,2,12051,86,116,114,11,5,2001,3428
2012,1,M1414,1,11027,89,119,93,15,0,2868,4941
2012,1,M1414,2,12029,88,118,107,14,0,2580,4460
2012,1,M1415,1,9054,90,120,116,14,0,1331,2303
2012,1,M1415,2,10003,94,124,121,24,0,1363,2338
2012,1,M1417,1,11024,77,107,113,17,0,2952,5126
2012,1,M1417,2,12006,86,116,110,13,0,2428,4235
2012,1,M1418,1,9057,84,114,105,12,0,3066,5241
2012,1,M1418,2,10004,89,119,100,18,0,2908,5027
2012,1,M1419,1,11006,80,110,106,19,0,2303,4021
2012,1,M1419,2,12028,80,110,89,11,0,2455,4225
2012,1,M1420,1,9045,78,108,82,13,0,2301,3924
2012,1,M1420,2,10019,79,109,93,21,0,2021,3411
2012,1,M1423,1,11042,93,123,115,13,0,2398,4020
2012,1,M1423,2,12054,93,123,108,12,0,2820,4629
2012,1,M1425,1,9011,87,117,116,11,0,1312,2283
2012,1,M1425,2,10052,90,120,114,9,0,1687,2844
2012,1,M1427,1,9051,85,115,114,13,0,1692,2859
2012,1,M1427,2,10031,78,108,110,19,0,1663,2756
2012,1,M1429,1,11054,90,120,116,20,0,2625,4548
2012,1,M1429,2,12056,91,121,103,20,0,2026,3436
2012,1,M1430,1,11052,85,115,106,19,0,1970,3386
2012,1,M1430,2,12002,87,117,96,13,0,2145,3633
2012,1,M1431,1,11046,83,113,112,13,0,2334,3958
2012,1,M1431,2,12058,82,112,104,15,0,2717,4581
2012,1,M1432,1,11013,86,116,104,9,0,2006,3402
2012,1,M1432,2,12042,86,116,95,18,0,2269,3856
2012,1,M1433,1,11050,88,118,99,20,0,1608,2758
2012,1,M1433,2,12059,87,117,100,16,0,1589,2698
2012,1,M1380,1,11033,80,110,103,11,5,2991,5095
2012,1,M1380,2,12024,79,109,106,12,0,3539,6111
2012,1,M1436,1,11041,82,112,107,23,0,3009,5079
2012,1,M1436,2,12020,84,114,109,12,0,2650,4468
2012,1,M1438,1,9047,80,110,103,15,0,3072,5233
2012,1,M1438,2,10025,77,107,98,20,0,2935,5028
2012,1,B1162,1,7066,90,120,111,11,0,1988,3452
2012,1,B1162,2,8144,90,120,118,13,0,2304,3956
2012,1,B1030,1,5089,77,107,126,9,0,3337,5672
2012,1,B1030,2,6022,77,107,113,13,0,3031,5075
2012,1,B1171,1,7015,85,115,121,16,0,2500,4244
2012,1,B1171,2,8149,85,115,115,12,0,2484,4323
2012,1,B1237,1,7068,85,115,117,14,0,2688,4563
2012,1,B1237,2,8089,84,114,116,14,0,2570,4348
2012,1,B1091,1,5085,84,114,102,14,0,2931,5038
2012,1,B1091,2,6076,83,113,99,11,0,3151,5429
2012,1,M1378,1,7080,90,120,113,14,0,1840,3156
2012,1,M1378,2,8043,92,122,113,20,0,2016,3462
2012,1,B1167,1,7046,82,112,112,14,0,3673,6150
2012,1,B1167,2,8017,81,111,115,13,0,3645,6167
2012,1,B1168,1,7003,87,117,105,15,0,2232,3854
2012,1,B1168,2,8030,88,118,102,11,0,2489,4177
2012,1,B1169,1,7110,81,111,113,14,0,,
2012,1,B1169,2,8008,79,109,103,28,0,2147,3670
2012,1,B1170,1,7051,86,116,102,11,0,2275,3968
2012,1,B1170,2,8058,89,119,110,14,0,2031,3476
2012,1,B1088,1,5059,82,112,99,9,0,2984,5095
2012,1,B1088,2,6093,79,109,92,19,0,3088,5224
2012,1,B1236,1,7096,79,109,106,13,0,3080,5121
2012,1,B1236,2,8025,96,126,110,17,0,2994,5054
2012,1,B1093,1,5095,82,112,108,12,0,3244,5526
2012,1,B1093,2,6078,81,111,109,18,0,2814,4919
2012,1,B1172,1,7061,88,118,115,11,0,2267,3871
2012,1,B1172,2,8156,89,119,112,14,0,1943,3295
2012,1,B1094,1,5050,87,117,118,21,0,3394,5775
2012,1,B1094,2,6010,87,117,125,14,0,3045,5187
2012,1,B1040,1,7006,84,114,117,24,7,1902,3284
2012,1,B1040,2,8082,84,114,114,10,0,2250,3850
2012,1,B1238,1,7116,87,117,112,12,0,2869,4804
2012,1,B1238,2,8001,91,121,115,12,0,3400,5713
2012,1,B1173,1,7054,89,119,121,10,0,2401,4244
2012,1,B1173,2,8152,85,115,123,16,3,2420,4085
2012,1,B1174,1,7121,90,120,115,21,5,2620,4468
2012,1,B1174,2,8101,91,121,112,15,0,2878,4925
2012,1,B1175,1,5021,83,113,105,19,0,3141,5381
2012,1,B1175,2,6031,83,113,109,10,0,3083,5210
2012,1,B1239,1,7047,87,117,135,19,0,2814,4799
2012,1,B1239,2,8124,87,117,134,14,7,2373,4061
2012,1,B1240,1,7004,85,115,100,13,0,2953,5036
2012,1,B1240,2,8053,85,115,105,15,0,3530,5945
2012,1,B1241,1,7040,84,114,114,18,0,3111,5263
2012,1,B1241,2,8159,83,113,128,10,0,3084,5260
2012,1,B1242,1,7008,84,114,114,19,0,2785,4696
2012,1,B1242,2,8115,82,112,103,15,0,3175,5439
2012,1,B1243,1,7132,90,120,107,11,0,1906,3232
2012,1,B1243,2,8048,94,124,125,22,0,2262,3932
2012,1,B1128,1,7065,84,114,110,10,0,2104,3625
2012,1,B1128,2,8105,86,116,106,15,0,2589,4315
2012,1,B1251,1,5045,76,106,102,16,0,2908,5004
2012,1,B1251,2,6043,76,106,109,12,0,2824,4920
2012,1,B1129,1,7153,83,113,96,11,0,2824,4860
2012,1,B1129,2,8079,83,113,92,15,0,2633,4511
2012,1,B1176,1,5084,87,117,110,16,0,3824,6522
2012,1,B1176,2,6050,93,123,105,16,7,3375,5730
2012,1,B1177,1,7064,94,124,106,17,0,2550,4290
2012,1,B1177,2,8168,94,124,100,27,0,2946,4864
2012,1,B1130,1,7126,89,119,110,12,0,2343,3964
2012,1,B1130,2,8162,89,119,106,13,0,2702,4687
2012,1,B1244,1,7099,86,116,102,18,0,2381,4107
2012,1,B1244,2,8024,89,119,108,16,0,2615,4546
2012,1,B1179,1,7092,93,123,107,27,0,2815,4746
2012,1,B1179,2,8022,92,122,106,15,0,2521,4353
2012,1,B1180,1,7133,92,122,108,13,0,3223,5484
2012,1,B1180,2,8083,91,121,104,16,0,2839,4820
2012,1,B1181,1,7060,89,119,102,12,0,2955,5057
2012,1,B1181,2,8118,90,120,95,22,0,3414,5816
2012,1,B1183,1,7144,89,119,117,16,0,3450,5877
2012,1,B1183,2,8050,90,120,123,14,0,3159,5332
2012,1,B1245,1,7093,94,124,118,14,0,2982,5022
2012,1,B1245,2,8002,82,112,105,11,0,2924,4958
2012,1,B1246,1,7150,93,123,114,11,0,3256,5553
2012,1,B1246,2,8039,96,126,105,13,0,2980,5030
2012,1,B1247,1,7009,88,118,113,13,0,3187,5503
2012,1,B1247,2,8135,89,119,116,15,0,2716,4611
2012,1,B1131,1,7031,90,120,98,11,0,3026,5049
2012,1,B1131,2,8059,92,122,105,14,0,2850,4888
2012,1,B1133,1,7024,86,116,119,22,7,2491,4195
2012,1,B1133,2,8023,82,112,115,17,0,2634,4446
2012,1,B1135,1,7016,86,116,109,13,0,1854,3140
2012,1,B1135,2,8042,86,116,105,17,0,2310,3850
2012,1,B1136,1,5026,87,117,95,22,0,2798,4929
2012,1,B1136,2,6088,87,117,98,21,0,3020,5174
2012,1,B1137,1,7139,87,117,104,16,0,1834,3185
2012,1,B1137,2,8160,87,117,96,18,0,1473,2455
2012,1,B1138,1,5031,86,116,106,16,0,3422,5836
2012,1,B1138,2,6047,86,116,104,19,0,3182,5476
2012,1,B1252,1,5051,89,119,116,14,0,3656,6058
2012,1,B1252,2,6026,85,115,104,16,0,2985,4981
2012,1,B1041,1,5068,83,113,109,15,0,3098,5187
2012,1,B1041,2,6066,85,115,108,13,0,3480,5935
2012,1,B1042,1,5028,83,113,102,9,0,3574,6067
2012,1,B1042,2,6077,84,114,120,22,0,2970,5031
2012,1,B1253,1,5027,82,112,113,13,0,3524,6065
2012,1,B1253,2,6039,83,113,107,14,0,3247,5575
2012,1,B1139,1,7120,82,112,115,16,0,3231,5498
2012,1,B1139,2,8165,84,114,103,11,0,2862,4748
2012,1,B1140,1,7105,82,112,119,12,0,2789,4713
2012,1,B1140,2,8036,85,115,113,14,0,2712,4651
2012,1,B1141,1,7017,84,114,103,12,0,3329,5593
2012,1,B1141,2,8141,86,116,106,19,5,3248,5514
2012,1,B1142,1,7122,82,112,104,18,0,3838,6464
2012,1,B1142,2,8126,83,113,98,10,0,3757,6436
2012,1,B1143,1,7089,84,114,102,20,0,2490,4271
2012,1,B1143,2,8153,87,117,99,19,3,2212,3738
2012,1,B1144,1,7044,83,113,99,12,0,3496,5976
2012,1,B1144,2,8068,86,116,116,13,0,2916,4984
2012,1,B1043,1,5070,81,111,104,15,0,2852,4847
2012,1,B1043,2,6018,77,107,104,19,0,3001,5124
2012,1,B1044,1,7130,87,117,121,9,7,1966,3364
2012,1,B1044,2,8090,86,116,105,22,3,2444,4163
2012,1,B1045,1,5091,83,113,102,14,0,2505,4277
2012,1,B1045,2,6081,83,113,106,14,0,2652,4554
2012,1,B1046,1,7026,89,119,116,14,7,1480,2547
2012,1,B1046,2,8154,89,119,120,17,7,1309,2243
2012,1,B1145,1,7011,95,125,112,12,0,2558,4298
2012,1,B1145,2,8128,95,125,112,16,0,2520,4254
2012,1,B1146,1,7059,91,121,110,11,0,2752,4651
2012,1,B1146,2,8110,91,121,114,16,0,3024,5081
2012,1,B1184,1,7019,90,120,119,14,0,3067,5201
2012,1,B1184,2,8018,90,120,110,11,0,2752,4576
2012,1,B1185,1,5073,85,115,107,12,0,3028,5070
2012,1,B1185,2,6021,85,115,104,12,0,2918,4988
2012,1,B1186,1,7100,90,120,117,13,0,2954,4946
2012,1,B1186,2,8119,92,122,107,13,0,2944,4890
2012,1,B1187,1,7091,86,116,111,12,0,3081,5195
2012,1,B1187,2,8109,87,117,117,14,0,3194,5317
2012,1,B1188,1,5002,83,113,108,21,0,3098,5313
2012,1,B1188,2,6048,82,112,107,13,0,3446,5957
2012,1,B1189,1,7158,89,119,110,14,0,3385,5740
2012,1,B1189,2,8044,92,122,112,18,0,2864,4840
2012,1,B1190,1,7045,89,119,123,22,0,3300,5532
2012,1,B1190,2,8099,91,121,116,9,0,3911,6412
2012,1,B1191,1,7071,89,119,123,11,0,2767,4730
2012,1,B1191,2,8069,90,120,92,12,0,2843,4821
2012,1,B1192,1,7058,89,119,124,19,0,2699,4624
2012,1,B1192,2,8034,90,120,110,14,0,2615,4353
2012,1,B1047,1,7129,84,114,110,15,0,2641,4514
2012,1,B1047,2,8137,86,116,110,16,0,2866,4888
2012,1,B1193,1,7020,95,125,112,14,0,2480,4234
2012,1,B1193,2,8046,96,126,120,19,0,2595,4476
2012,1,B1194,1,7111,89,119,97,12,0,2741,4696
2012,1,B1194,2,8045,91,121,99,21,0,2706,4620
2012,1,B1195,1,7101,85,115,116,16,0,2327,3964
2012,1,B1195,2,8145,87,117,114,18,0,2237,3819
2012,1,B1196,1,7077,92,122,113,21,0,3314,5665
2012,1,B1196,2,8158,91,121,110,12,0,2879,4860
2012,1,B1197,1,7049,89,119,100,11,0,2896,4978
2012,1,B1197,2,8114,89,119,98,14,0,3455,5785
2012,1,B1147,1,5062,87,117,125,19,0,3701,6290
2012,1,B1147,2,6038,86,116,110,17,0,3661,6116
2012,1,B1051,1,5007,81,111,127,17,0,2906,4888
2012,1,B1051,2,6013,82,112,97,15,0,2790,4715
2012,1,A1254,1,1044,82,112,95,17,0,3187,5392
2012,1,A1254,2,2070,82,112,107,13,0,3201,5428
2012,1,A1255,1,1020,78,108,85,16,0,3540,6078
2012,1,A1255,2,2019,78,108,87,12,0,2832,4835
2012,1,M1396,1,11039,93,123,106,17,0,,
2012,1,M1396,2,12023,93,123,106,12,0,2436,4041
2012,1,A1259,1,1055,77,107,96,15,0,3030,5179
2012,1,A1259,2,2053,76,106,98,13,0,2751,4862
